seed,nulleff,cens,var,est,lower,upper
484,1,3,RR for N+ | sympt.,0.6358375308112741,0.5167242136631535,0.7533949684199432
484,1,3,RR for N+ | asympt.,0.4760601915184678,0.3772837493465856,0.5906118921582796
485,1,3,Pr(Infec. | Plac.),0.7075,0.6750450415546928,0.7379717248199517
485,1,3,Pr(Infec. | mAb),0.2925,0.26202827518004834,0.32495495844530725
485,1,3,Pr(Sympt. | Plac.),0.43875,0.4047370728757577,0.47334833945943766
485,1,3,Pr(Sympt. | mAb),0.11375,0.09356926336901233,0.13762241849987242
485,1,3,Pr(Asympt. | Plac.),0.26875,0.23918945910870032,0.3005207711364249
485,1,3,Pr(Asympt. | mAb),0.17875,0.1537543179923049,0.20681610996984195
485,1,3,"Pr(Sympt. | Infec., Plac.)",0.6201413427561837,0.5794732898878174,0.6591895836094119
485,1,3,"Pr(Sympt. | Infec., mAb)",0.3888888888888889,0.3287023816542684,0.452664583307033
485,1,3,"Pr(Asympt. | Infec., Plac.)",0.37985865724381623,0.340810416390588,0.4205267101121825
485,1,3,"Pr(Asympt. | Infec., mAb)",0.6111111111111112,0.547335416692967,0.6712976183457317
485,1,3,"Pr(N+ | Infec., Plac.)",0.803886925795053,0.7691737202166402,0.8345029598057638
485,1,3,"Pr(N+ | Infec., mAb)",0.46153846153846156,0.39880093470615224,0.5255183993189136
485,1,3,"Pr(N+ | sympt., Plac.)",0.8660968660968661,0.8264794626834387,0.8977876532678158
485,1,3,"Pr(N+ | sympt., mAb)",0.6153846153846154,0.5126876687650975,0.7087344841743918
485,1,3,"Pr(N+ | asympt., Plac.)",0.7023255813953488,0.6380908517170735,0.7594572201557369
485,1,3,"Pr(N+ | asympt., mAb)",0.36363636363636365,0.28931651817547305,0.4450909147578765
485,1,3,PE for infec.,0.5865724381625442,0.5362226776631596,0.6326686693657503
485,1,3,PE for sympt. infec.,0.7407407407407407,0.6812395099536537,0.7898581882490148
485,1,3,PE for asympt. infec.,0.33488372093023255,0.19845027934111226,0.4487488984408664
485,1,3,RR for sympt. | infec.,0.6270971826527383,0.5241922930843113,0.7405102722649605
485,1,3,RR for N+ | infec.,0.5741335587489433,0.493582772028827,0.6582989140568544
485,1,3,RR for N+ | sympt.,0.7105263157894738,0.5896168516336133,0.8243000844628185
485,1,3,RR for N+ | asympt.,0.5177603853100542,0.40604834855129723,0.6470859362850389
486,1,3,Pr(Infec. | Plac.),0.7125,0.6801802688712597,0.7427887087413281
486,1,3,Pr(Infec. | mAb),0.31,0.27892320791426284,0.34289276504389415
486,1,3,Pr(Sympt. | Plac.),0.4425,0.4084382975158542,0.4771112732477986
486,1,3,Pr(Sympt. | mAb),0.1,0.08108481565039842,0.12273828531414245
486,1,3,Pr(Asympt. | Plac.),0.27,0.24038880756240388,0.3018094754922072
486,1,3,Pr(Asympt. | mAb),0.21,0.1831948079697225,0.23957694022956963
486,1,3,"Pr(Sympt. | Infec., Plac.)",0.6210526315789474,0.5805417435554715,0.6599427977385731
486,1,3,"Pr(Sympt. | Infec., mAb)",0.3225806451612903,0.26748941102492185,0.3830844046919965
486,1,3,"Pr(Asympt. | Infec., Plac.)",0.37894736842105264,0.3400572022614269,0.41945825644452844
486,1,3,"Pr(Asympt. | Infec., mAb)",0.6774193548387096,0.6169155953080036,0.7325105889750781
486,1,3,"Pr(N+ | Infec., Plac.)",0.7701754385964912,0.7338966054682916,0.8028370084343585
486,1,3,"Pr(N+ | Infec., mAb)",0.45161290322580644,0.39088389612220625,0.5138180536187714
486,1,3,"Pr(N+ | sympt., Plac.)",0.8163841807909604,0.7727294004807715,0.8532461383464416
486,1,3,"Pr(N+ | sympt., mAb)",0.55,0.44119507889355963,0.6542231081528876
486,1,3,"Pr(N+ | asympt., Plac.)",0.6944444444444444,0.6300604823374294,0.7520330520241288
486,1,3,"Pr(N+ | asympt., mAb)",0.40476190476190477,0.33347132964277965,0.4803105119476715
486,1,3,PE for infec.,0.5649122807017544,0.5140263648571703,0.6117657197682203
486,1,3,PE for sympt. infec.,0.7740112994350282,0.7184969828042114,0.8192276163628642
486,1,3,PE for asympt. infec.,0.22222222222222232,0.07287988207951246,0.34801438358269354
486,1,3,RR for sympt. | infec.,0.519409513395298,0.4264116670252667,0.6246335516817835
486,1,3,RR for N+ | infec.,0.5863766625027556,0.5043724740648464,0.6727895090294576
486,1,3,RR for N+ | sympt.,0.6737024221453288,0.5378088713338078,0.8081365390209141
486,1,3,RR for N+ | asympt.,0.5828571428571429,0.4720530453590933,0.7091824023409945
487,1,3,Pr(Infec. | Plac.),0.74625,0.7149680969735099,0.7751783064951946
487,1,3,Pr(Infec. | mAb),0.2975,0.26684982013382574,0.3300856247294731
487,1,3,Pr(Sympt. | Plac.),0.46,0.42573670120344254,0.4946456088930117
487,1,3,Pr(Sympt. | mAb),0.1075,0.08788102147694288,0.13087039634451283
487,1,3,Pr(Asympt. | Plac.),0.28625,0.25600776605698583,0.3185352035209407
487,1,3,Pr(Asympt. | mAb),0.19,0.16432148573705274,0.21864141751046645
487,1,3,"Pr(Sympt. | Infec., Plac.)",0.6164154103852596,0.5767831647533556,0.6545590603201659
487,1,3,"Pr(Sympt. | Infec., mAb)",0.36134453781512604,0.30296213383346643,0.42413180480782464
487,1,3,"Pr(Asympt. | Infec., Plac.)",0.38358458961474035,0.345440939679834,0.42321683524664433
487,1,3,"Pr(Asympt. | Infec., mAb)",0.6386554621848739,0.5758681951921752,0.6970378661665334
487,1,3,"Pr(N+ | Infec., Plac.)",0.7939698492462312,0.7596961275024173,0.8244845991220865
487,1,3,"Pr(N+ | Infec., mAb)",0.4327731092436975,0.37138774753112164,0.4962941621131407
487,1,3,"Pr(N+ | sympt., Plac.)",0.8505434782608695,0.8105026580952055,0.8833414356168147
487,1,3,"Pr(N+ | sympt., mAb)",0.45348837209302323,0.3525159468245966,0.5584383040857049
487,1,3,"Pr(N+ | asympt., Plac.)",0.7030567685589519,0.6409230926668249,0.7584903127938288
487,1,3,"Pr(N+ | asympt., mAb)",0.42105263157894735,0.3454577138237537,0.5005396210214392
487,1,3,PE for infec.,0.6013400335008375,0.5541063323074766,0.6448547520865915
487,1,3,PE for sympt. infec.,0.7663043478260869,0.7113790676938685,0.8114550266983297
487,1,3,PE for asympt. infec.,0.33624454148471616,0.20589358213234465,0.4458656336618928
487,1,3,RR for sympt. | infec.,0.5862029594446474,0.4864552942841455,0.6971567253259715
487,1,3,RR for N+ | infec.,0.5450749920221253,0.4654769444930767,0.6292232020216545
487,1,3,RR for N+ | sympt.,0.5331748272531391,0.4131047784584757,0.6599989087320872
487,1,3,RR for N+ | asympt.,0.598888525661981,0.4839258654769229,0.7282519833196598
488,1,3,Pr(Infec. | Plac.),0.72375,0.6917515744996429,0.7536098783983172
488,1,3,Pr(Infec. | mAb),0.29875,0.26805591116118055,0.33136758651160414
488,1,3,Pr(Sympt. | Plac.),0.43125,0.3973405668119593,0.4658165286663213
488,1,3,Pr(Sympt. | mAb),0.11375,0.09356926336901233,0.13762241849987242
488,1,3,Pr(Asympt. | Plac.),0.2925,0.26202827518004834,0.32495495844530725
488,1,3,Pr(Asympt. | mAb),0.185,0.1596203850320632,0.21339030697751277
488,1,3,"Pr(Sympt. | Infec., Plac.)",0.5958549222797928,0.5553788336690562,0.6350674674993516
488,1,3,"Pr(Sympt. | Infec., mAb)",0.3807531380753138,0.32153860973669984,0.4437403493141645
488,1,3,"Pr(Asympt. | Infec., Plac.)",0.40414507772020725,0.36493253250064844,0.4446211663309438
488,1,3,"Pr(Asympt. | Infec., mAb)",0.6192468619246861,0.5562596506858355,0.6784613902633001
488,1,3,"Pr(N+ | Infec., Plac.)",0.8221070811744386,0.7888648323719734,0.8511033688515947
488,1,3,"Pr(N+ | Infec., mAb)",0.4895397489539749,0.4268323708941463,0.5525780641103156
488,1,3,"Pr(N+ | sympt., Plac.)",0.8927536231884058,0.8556711621947438,0.9211860408342546
488,1,3,"Pr(N+ | sympt., mAb)",0.5934065934065934,0.49069436047008386,0.6885521442904551
488,1,3,"Pr(N+ | asympt., Plac.)",0.717948717948718,0.6571309809523306,0.7717261262389628
488,1,3,"Pr(N+ | asympt., mAb)",0.42567567567567566,0.34888857576981264,0.5062234590402633
488,1,3,PE for infec.,0.5872193436960276,0.538010506550368,0.6324666439475753
488,1,3,PE for sympt. infec.,0.736231884057971,0.675542773474975,0.786296701635768
488,1,3,PE for asympt. infec.,0.36752136752136744,0.24269078652640852,0.472484704877398
488,1,3,RR for sympt. | infec.,0.6390030925959614,0.5332128592757824,0.7562322825301121
488,1,3,RR for N+ | infec.,0.5954695685805703,0.516761621458588,0.6765496024466129
488,1,3,RR for N+ | sympt.,0.6646924504067361,0.5479803836248812,0.7755219513948503
488,1,3,RR for N+ | asympt.,0.5929054054054054,0.47926287808197143,0.7198555448497702
489,1,3,Pr(Infec. | Plac.),0.73875,0.7072179685819036,0.7680001180298862
489,1,3,Pr(Infec. | mAb),0.34125,0.3092235974334051,0.37479369576189714
489,1,3,Pr(Sympt. | Plac.),0.44375,0.40967247794726286,0.47836514562587573
489,1,3,Pr(Sympt. | mAb),0.125,0.10385954425092683,0.14972461290333022
489,1,3,Pr(Asympt. | Plac.),0.295,0.2644384817649496,0.3275208574793776
489,1,3,Pr(Asympt. | mAb),0.21625,0.18911405872550735,0.24609795352121386
489,1,3,"Pr(Sympt. | Infec., Plac.)",0.6006768189509306,0.5606635409891302,0.639389764367097
489,1,3,"Pr(Sympt. | Infec., mAb)",0.3663003663003663,0.31137173432883264,0.4249394370146151
489,1,3,"Pr(Asympt. | Infec., Plac.)",0.3993231810490694,0.360610235632903,0.4393364590108699
489,1,3,"Pr(Asympt. | Infec., mAb)",0.6336996336996337,0.5750605629853849,0.6886282656711674
489,1,3,"Pr(N+ | Infec., Plac.)",0.8138747884940778,0.7805049140748139,0.8431906849769534
489,1,3,"Pr(N+ | Infec., mAb)",0.46886446886446886,0.4105109550721011,0.5280820574325374
489,1,3,"Pr(N+ | sympt., Plac.)",0.8394366197183099,0.7976443217995285,0.8739614641986353
489,1,3,"Pr(N+ | sympt., mAb)",0.64,0.5423540245160874,0.7272877959859566
489,1,3,"Pr(N+ | asympt., Plac.)",0.7754237288135594,0.7180158565039932,0.8240088653235547
489,1,3,"Pr(N+ | asympt., mAb)",0.3699421965317919,0.30155505738651156,0.4439797267071487
489,1,3,PE for infec.,0.5380710659898478,0.4879361622385241,0.5846563334733679
489,1,3,PE for sympt. infec.,0.7183098591549295,0.6569878613212874,0.7694240839819015
489,1,3,PE for asympt. infec.,0.26694915254237284,0.13171803956725148,0.38172127608768935
489,1,3,RR for sympt. | infec.,0.6098127224887788,0.5122116948115691,0.7182043603324937
489,1,3,RR for N+ | infec.,0.5760891914738069,0.501862432800765,0.6532879695942282
489,1,3,RR for N+ | sympt.,0.7624161073825504,0.6426964700446312,0.8748672140426688
489,1,3,RR for N+ | asympt.,0.477083925581983,0.3849611369133438,0.580936135021919
490,1,3,Pr(Infec. | Plac.),0.72625,0.6943262453654988,0.7560113131514328
490,1,3,Pr(Infec. | mAb),0.3375,0.3055790153571029,0.3709741194097419
490,1,3,Pr(Sympt. | Plac.),0.41125,0.37765563299001853,0.44569261753648903
490,1,3,Pr(Sympt. | mAb),0.12375,0.10271310279268382,0.14838300155208742
490,1,3,Pr(Asympt. | Plac.),0.315,0.283760212629381,0.3480079715667192
490,1,3,Pr(Asympt. | mAb),0.21375,0.18674518976163518,0.2434907168661144
490,1,3,"Pr(Sympt. | Infec., Plac.)",0.5662650602409639,0.5256621400792119,0.6059974726904899
490,1,3,"Pr(Sympt. | Infec., mAb)",0.36666666666666664,0.31143084690002115,0.4256432969857512
490,1,3,"Pr(Asympt. | Infec., Plac.)",0.43373493975903615,0.3940025273095102,0.4743378599207882
490,1,3,"Pr(Asympt. | Infec., mAb)",0.6333333333333333,0.5743567030142487,0.6885691530999788
490,1,3,"Pr(N+ | Infec., Plac.)",0.7762478485370051,0.7406082866000357,0.8082584107905386
490,1,3,"Pr(N+ | Infec., mAb)",0.4925925925925926,0.43348289934058154,0.5519101086530724
490,1,3,"Pr(N+ | sympt., Plac.)",0.8267477203647416,0.7821432038434599,0.8638099798788336
490,1,3,"Pr(N+ | sympt., mAb)",0.6262626262626263,0.5279244532290264,0.7151681699861687
490,1,3,"Pr(N+ | asympt., Plac.)",0.7103174603174603,0.6514858801408917,0.7628332082844517
490,1,3,"Pr(N+ | asympt., mAb)",0.4152046783625731,0.3440042740249001,0.4901311753381683
490,1,3,PE for infec.,0.5352839931153184,0.4841788919235177,0.5826702805391821
490,1,3,PE for sympt. infec.,0.6990881458966565,0.6324185171130019,0.7544311604495061
490,1,3,PE for asympt. infec.,0.3214285714285714,0.1981838958799974,0.42642978589391156
490,1,3,RR for sympt. | infec.,0.6475177304964538,0.542400563698328,0.7649316797552941
490,1,3,RR for N+ | infec.,0.6345815882401249,0.5547442372333458,0.7174760116182303
490,1,3,RR for N+ | sympt.,0.7575014854426619,0.6347124896370164,0.8746349997196671
490,1,3,RR for N+ | asympt.,0.5845339605998235,0.4774667255251302,0.704365624237776
491,1,3,Pr(Infec. | Plac.),0.7075,0.6750450415546928,0.7379717248199517
491,1,3,Pr(Infec. | mAb),0.34625,0.3140865644408029,0.37988293999244255
491,1,3,Pr(Sympt. | Plac.),0.40125,0.36783474470907995,0.43560908334154114
491,1,3,Pr(Sympt. | mAb),0.11875,0.09813489199686798,0.14300900110996
491,1,3,Pr(Asympt. | Plac.),0.30625,0.27529830034216074,0.3390535141875388
491,1,3,Pr(Asympt. | mAb),0.2275,0.1997927028527975,0.25781178467929605
491,1,3,"Pr(Sympt. | Infec., Plac.)",0.5671378091872792,0.5260018303909625,0.6073685989163128
491,1,3,"Pr(Sympt. | Infec., mAb)",0.34296028880866425,0.2895486211793582,0.4006680570656228
491,1,3,"Pr(Asympt. | Infec., Plac.)",0.43286219081272087,0.39263140108368727,0.4739981696090375
491,1,3,"Pr(Asympt. | Infec., mAb)",0.6570397111913358,0.5993319429343772,0.7104513788206418
491,1,3,"Pr(N+ | Infec., Plac.)",0.7826855123674912,0.7468645470735144,0.8146951552729079
491,1,3,"Pr(N+ | Infec., mAb)",0.48736462093862815,0.42907854892071084,0.545996356225437
491,1,3,"Pr(N+ | sympt., Plac.)",0.8629283489096573,0.8209908688962685,0.8962821074223463
491,1,3,"Pr(N+ | sympt., mAb)",0.631578947368421,0.5312312475552955,0.7216990541448431
491,1,3,"Pr(N+ | asympt., Plac.)",0.6775510204081633,0.6166705866131843,0.7329496109708885
491,1,3,"Pr(N+ | asympt., mAb)",0.41208791208791207,0.34311524865873344,0.48469497085275537
491,1,3,PE for infec.,0.510600706713781,0.4571976070184256,0.5600854183416308
491,1,3,PE for sympt. infec.,0.7040498442367602,0.6367914025568076,0.7596619182095903
491,1,3,PE for asympt. infec.,0.2571428571428571,0.12451985998581672,0.37027318420125765
491,1,3,RR for sympt. | infec.,0.6047212569025046,0.5035784659358947,0.7187113530255003
491,1,3,RR for N+ | infec.,0.622682563095403,0.5446201726787048,0.7038884341272105
491,1,3,RR for N+ | sympt.,0.7319019570587117,0.6127722717562331,0.8436456503607973
491,1,3,RR for N+ | asympt.,0.6082020389249304,0.49769672442126756,0.7333436865931046
492,1,3,Pr(Infec. | Plac.),0.7175,0.6853201271380999,0.7476010617124311
492,1,3,Pr(Infec. | mAb),0.35125,0.3189535212687524,0.3849681944024363
492,1,3,Pr(Sympt. | Plac.),0.4325,0.39857276610376124,0.4670723821840051
492,1,3,Pr(Sympt. | mAb),0.13375,0.11190474478090257,0.15909578203975516
492,1,3,Pr(Asympt. | Plac.),0.285,0.2548045313987032,0.31725038536973754
492,1,3,Pr(Asympt. | mAb),0.2175,0.19029907019656883,0.24740099485963818
492,1,3,"Pr(Sympt. | Infec., Plac.)",0.6027874564459931,0.5622015477330947,0.6420067142369343
492,1,3,"Pr(Sympt. | Infec., mAb)",0.3807829181494662,0.3259772043007758,0.4388042278776907
492,1,3,"Pr(Asympt. | Infec., Plac.)",0.397212543554007,0.3579932857630657,0.4377984522669053
492,1,3,"Pr(Asympt. | Infec., mAb)",0.6192170818505338,0.5611957721223094,0.6740227956992242
492,1,3,"Pr(N+ | Infec., Plac.)",0.7770034843205574,0.7411726500484248,0.8091513101758904
492,1,3,"Pr(N+ | Infec., mAb)",0.4555160142348754,0.39827780999120677,0.5139540676873255
492,1,3,"Pr(N+ | sympt., Plac.)",0.8179190751445087,0.773838795037843,0.8550174895820929
492,1,3,"Pr(N+ | sympt., mAb)",0.5887850467289719,0.4940533124006841,0.6773626920632763
492,1,3,"Pr(N+ | asympt., Plac.)",0.7149122807017544,0.6531300122275807,0.7695726419848959
492,1,3,"Pr(N+ | asympt., mAb)",0.3735632183908046,0.3051447141662294,0.4474439100399952
492,1,3,PE for infec.,0.5104529616724739,0.457797611885416,0.5593447442646112
492,1,3,PE for sympt. infec.,0.6907514450867052,0.6255073219296494,0.7454351696362045
492,1,3,PE for asympt. infec.,0.23684210526315785,0.09482550131983425,0.3571214707310073
492,1,3,RR for sympt. | infec.,0.631703453808652,0.533962537964431,0.7397681245906803
492,1,3,RR for N+ | infec.,0.5862470676475752,0.5093074260770245,0.6671570525133348
492,1,3,RR for N+ | sympt.,0.719857336283478,0.6004063518055597,0.836810855528372
492,1,3,RR for N+ | asympt.,0.5225301459699598,0.4207191475978248,0.6388494312713219
493,1,3,Pr(Infec. | Plac.),0.73125,0.6994792288635752,0.7608105408912996
493,1,3,Pr(Infec. | mAb),0.33625,0.3043646617003492,0.3697004202570098
493,1,3,Pr(Sympt. | Plac.),0.44875,0.4146113890973441,0.4833784457137378
493,1,3,Pr(Sympt. | mAb),0.1225,0.10156740699738123,0.1470406445379042
493,1,3,Pr(Asympt. | Plac.),0.2825,0.2523989382875689,0.31467987286190024
493,1,3,Pr(Asympt. | mAb),0.21375,0.18674518976163518,0.2434907168661144
493,1,3,"Pr(Sympt. | Infec., Plac.)",0.6136752136752137,0.5735993012750833,0.6522679470439577
493,1,3,"Pr(Sympt. | Infec., mAb)",0.3643122676579926,0.3090886754593041,0.42335667828008444
493,1,3,"Pr(Asympt. | Infec., Plac.)",0.38632478632478634,0.3477320529560424,0.42640069872491676
493,1,3,"Pr(Asympt. | Infec., mAb)",0.6356877323420075,0.5766433217199155,0.690911324540696
493,1,3,"Pr(N+ | Infec., Plac.)",0.8017094017094017,0.7674771303166757,0.8320051152218313
493,1,3,"Pr(N+ | Infec., mAb)",0.46096654275092935,0.40236618466051427,0.5206660403878028
493,1,3,"Pr(N+ | sympt., Plac.)",0.83008356545961,0.7877884536541881,0.8653893854226817
493,1,3,"Pr(N+ | sympt., mAb)",0.5714285714285714,0.4725843630037068,0.664884209836053
493,1,3,"Pr(N+ | asympt., Plac.)",0.7566371681415929,0.696706319568028,0.8079893980592034
493,1,3,"Pr(N+ | asympt., mAb)",0.39766081871345027,0.3273302612659485,0.4724883845170651
493,1,3,PE for infec.,0.5401709401709401,0.48959622265889635,0.5870811381911045
493,1,3,PE for sympt. infec.,0.7270194986072424,0.6670580921876564,0.7769222576116759
493,1,3,PE for asympt. infec.,0.243362831858407,0.10117537716144176,0.3636103377249712
493,1,3,RR for sympt. | infec.,0.5936564807240269,0.49799896509289754,0.699838326426687
493,1,3,RR for N+ | infec.,0.5749795895720548,0.499197343533518,0.6541752020356415
493,1,3,RR for N+ | sympt.,0.6883988494726749,0.5664902056670444,0.8078934389207753
493,1,3,RR for N+ | asympt.,0.5255634212236243,0.42742549319974116,0.635648316815827
494,1,3,Pr(Infec. | Plac.),0.7225,0.6904646898082566,0.7524087102802177
494,1,3,Pr(Infec. | mAb),0.34125,0.3092235974334051,0.37479369576189714
494,1,3,Pr(Sympt. | Plac.),0.43625,0.4022706889795867,0.47083861773663715
494,1,3,Pr(Sympt. | mAb),0.12,0.09927829150898948,0.14435365440732434
494,1,3,Pr(Asympt. | Plac.),0.28625,0.25600776605698583,0.3185352035209407
494,1,3,Pr(Asympt. | mAb),0.22125,0.19385638416341844,0.251307839321246
494,1,3,"Pr(Sympt. | Infec., Plac.)",0.6038062283737025,0.5633730882782313,0.6428686605363377
494,1,3,"Pr(Sympt. | Infec., mAb)",0.3516483516483517,0.29742316256647217,0.4099906028968055
494,1,3,"Pr(Asympt. | Infec., Plac.)",0.3961937716262976,0.35713133946366227,0.4366269117217688
494,1,3,"Pr(Asympt. | Infec., mAb)",0.6483516483516484,0.5900093971031947,0.7025768374335278
494,1,3,"Pr(N+ | Infec., Plac.)",0.7975778546712803,0.7629057565880327,0.8283205900137318
494,1,3,"Pr(N+ | Infec., mAb)",0.45787545787545786,0.3997681988470018,0.5171517592475091
494,1,3,"Pr(N+ | sympt., Plac.)",0.8424068767908309,0.8004788129163853,0.8768792299814426
494,1,3,"Pr(N+ | sympt., mAb)",0.5729166666666666,0.4730431412441694,0.6671791688599196
494,1,3,"Pr(N+ | asympt., Plac.)",0.7292576419213974,0.6682763510917437,0.7826742679767363
494,1,3,"Pr(N+ | asympt., mAb)",0.3954802259887006,0.3264024401099801,0.46899845832733106
494,1,3,PE for infec.,0.527681660899654,0.4760268831299802,0.5755896523351846
494,1,3,PE for sympt. infec.,0.7249283667621778,0.663575688737995,0.7758271486727988
494,1,3,PE for asympt. infec.,0.22707423580786024,0.08442048122053969,0.3480300975215076
494,1,3,RR for sympt. | infec.,0.5823860952800781,0.4868341299093893,0.6891184501495212
494,1,3,RR for N+ | infec.,0.5740824612841966,0.4984369688478302,0.6532996430670444
494,1,3,RR for N+ | sympt.,0.6800949546485261,0.5589370491499874,0.7984167971957395
494,1,3,RR for N+ | asympt.,0.5423052200683379,0.4414038615980032,0.6562443958952928
495,1,3,Pr(Infec. | Plac.),0.7375,0.7059273962307174,0.7668026375715865
495,1,3,Pr(Infec. | mAb),0.3275,0.2958713566018553,0.360777355689103
495,1,3,Pr(Sympt. | Plac.),0.45625,0.42202630515858014,0.49089184650941664
495,1,3,Pr(Sympt. | mAb),0.115,0.09470945302633343,0.13897028165203715
495,1,3,Pr(Asympt. | Plac.),0.28125,0.2511965821580108,0.3133941761819726
495,1,3,Pr(Asympt. | mAb),0.2125,0.1855613371265769,0.24218651669168684
495,1,3,"Pr(Sympt. | Infec., Plac.)",0.6186440677966102,0.5788030802085252,0.6569500790236125
495,1,3,"Pr(Sympt. | Infec., mAb)",0.3511450381679389,0.2958766058230406,0.4107154346133242
495,1,3,"Pr(Asympt. | Infec., Plac.)",0.3813559322033898,0.34304992097638753,0.4211969197914748
495,1,3,"Pr(Asympt. | Infec., mAb)",0.648854961832061,0.5892845653866756,0.7041233941769595
495,1,3,"Pr(N+ | Infec., Plac.)",0.7559322033898305,0.7196900415501496,0.7888632019363186
495,1,3,"Pr(N+ | Infec., mAb)",0.4618320610687023,0.4024519667533068,0.5223152231021714
495,1,3,"Pr(N+ | sympt., Plac.)",0.7945205479452054,0.7501042990081106,0.8328019737504475
495,1,3,"Pr(N+ | sympt., mAb)",0.5652173913043478,0.46332246381978304,0.661884311490788
495,1,3,"Pr(N+ | asympt., Plac.)",0.6933333333333334,0.6302571186815389,0.7499187482629547
495,1,3,"Pr(N+ | asympt., mAb)",0.40588235294117647,0.3349350393037473,0.48098919294164677
495,1,3,PE for infec.,0.5559322033898305,0.5063692825869615,0.6018574682403262
495,1,3,PE for sympt. infec.,0.747945205479452,0.6907583201207512,0.7952753491384765
495,1,3,PE for asympt. infec.,0.24444444444444446,0.10192514877998426,0.364900480794101
495,1,3,RR for sympt. | infec.,0.5676043082714629,0.4732192624088236,0.6728505568912663
495,1,3,RR for N+ | infec.,0.6109437579159963,0.5287615877891199,0.6973365121671161
495,1,3,RR for N+ | sympt.,0.7113943028485757,0.5797010955756898,0.841574189788576
495,1,3,RR for N+ | asympt.,0.5854072398190046,0.4750767790374276,0.7108081814107876
496,1,3,Pr(Infec. | Plac.),0.70625,0.6737619500431247,0.7367667635220341
496,1,3,Pr(Infec. | mAb),0.345,0.31287044705878697,0.37861100456497265
496,1,3,Pr(Sympt. | Plac.),0.4225,0.3887213791012824,0.45701934671059746
496,1,3,Pr(Sympt. | mAb),0.12375,0.10271310279268382,0.14838300155208742
496,1,3,Pr(Asympt. | Plac.),0.28375,0.2536015884240811,0.31596527553487386
496,1,3,Pr(Asympt. | mAb),0.22125,0.19385638416341844,0.251307839321246
496,1,3,"Pr(Sympt. | Infec., Plac.)",0.5982300884955752,0.5572733050764693,0.6378601513177289
496,1,3,"Pr(Sympt. | Infec., mAb)",0.358695652173913,0.30440826063613946,0.41686248913515234
496,1,3,"Pr(Asympt. | Infec., Plac.)",0.40176991150442476,0.362139848682271,0.4427266949235307
496,1,3,"Pr(Asympt. | Infec., mAb)",0.6413043478260869,0.5831375108648477,0.6955917393638604
496,1,3,"Pr(N+ | Infec., Plac.)",0.7893805309734513,0.7538616448320673,0.8209909699508408
496,1,3,"Pr(N+ | Infec., mAb)",0.463768115942029,0.40583565947179007,0.5226953020080285
496,1,3,"Pr(N+ | sympt., Plac.)",0.8520710059171598,0.8102714830826792,0.8859577011159467
496,1,3,"Pr(N+ | sympt., mAb)",0.6060606060606061,0.5075800287258733,0.6966177747748907
496,1,3,"Pr(N+ | asympt., Plac.)",0.6960352422907489,0.633347366875935,0.7521986284347715
496,1,3,"Pr(N+ | asympt., mAb)",0.384180790960452,0.3157069643152451,0.4575751123315051
496,1,3,PE for infec.,0.5115044247787611,0.45804080178705575,0.5610273462016659
496,1,3,PE for sympt. infec.,0.7071005917159763,0.6424931325138119,0.7607924450078577
496,1,3,PE for asympt. infec.,0.2202643171806168,0.07594048074462845,0.3425613616600276
496,1,3,RR for sympt. | infec.,0.5995948031901208,0.5025357264666189,0.7078949771064439
496,1,3,RR for N+ | infec.,0.5875089361149022,0.511000918911049,0.6676256540412079
496,1,3,RR for N+ | sympt.,0.7112794612794613,0.5928832687759648,0.8245638671081718
496,1,3,RR for N+ | asympt.,0.5519559465064722,0.4463407432714732,0.6727675039345675
497,1,3,Pr(Infec. | Plac.),0.725,0.6930387592654921,0.7548107464419537
497,1,3,Pr(Infec. | mAb),0.32125,0.28981248851489777,0.35439595972863147
497,1,3,Pr(Sympt. | Plac.),0.425,0.3911828932675224,0.45953393816332905
497,1,3,Pr(Sympt. | mAb),0.12,0.09927829150898948,0.14435365440732434
497,1,3,Pr(Asympt. | Plac.),0.3,0.26926228206818986,0.3326492684140806
497,1,3,Pr(Asympt. | mAb),0.20125,0.17492457809472528,0.23043080043816622
497,1,3,"Pr(Sympt. | Infec., Plac.)",0.5862068965517241,0.5456855756297251,0.625593799086128
497,1,3,"Pr(Sympt. | Infec., mAb)",0.3735408560311284,0.3166686920988103,0.43413779282933196
497,1,3,"Pr(Asympt. | Infec., Plac.)",0.41379310344827586,0.374406200913872,0.45431442437027486
497,1,3,"Pr(Asympt. | Infec., mAb)",0.6264591439688716,0.565862207170668,0.6833313079011897
497,1,3,"Pr(N+ | Infec., Plac.)",0.7775862068965518,0.7419773241095361,0.8095422624755111
497,1,3,"Pr(N+ | Infec., mAb)",0.44357976653696496,0.3841146995558675,0.5047066552582267
497,1,3,"Pr(N+ | sympt., Plac.)",0.8382352941176471,0.795351578668994,0.8735613580921895
497,1,3,"Pr(N+ | sympt., mAb)",0.5833333333333334,0.4833696794036944,0.676884389286693
497,1,3,"Pr(N+ | asympt., Plac.)",0.6916666666666667,0.6306052871856103,0.7466890435034588
497,1,3,"Pr(N+ | asympt., mAb)",0.36024844720496896,0.2901467856975597,0.4368636380032604
497,1,3,PE for infec.,0.556896551724138,0.5065332967288919,0.6034409201349419
497,1,3,PE for sympt. infec.,0.7176470588235294,0.6544129628752218,0.7700517931808384
497,1,3,PE for asympt. infec.,0.3291666666666666,0.2023300863971068,0.4365290141489938
